customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,state,city,zip_code_group,income_band,credit_tier,marital_status,household_size,customer_join_date,tenure_months,customer_segment
CUST00035,Joshua,Bell,M,1978-02-21,47,kristopher31@example.net,651.382.3374,Ohio,Columbus,259,upper_middle,poor,married,3,2025-07-04,5,budget
CUST00036,Elizabeth,Ward,F,1967-11-01,58,ericksondavid@example.org,9849271094,Ohio,Cleveland,582,lower_middle,very_good,single,1,2022-11-10,37,high_value
CUST00037,Gina,Sheppard,F,1964-06-12,61,ewilson@example.com,519.802.2941x3186,Florida,Miami,595,lower_middle,fair,divorced,2,2025-05-11,7,premium
CUST00038,Susan,Evans,F,1987-04-25,38,ntorres@example.org,+1-213-834-1232x812,North Carolina,Charlotte,595,middle,very_good,married,2,2022-08-18,40,standard
CUST00039,Melissa,Harrison,F,1949-06-27,76,keithcampbell@example.com,434-693-6183,Illinois,Springfield ,191,low,excellent,divorced,2,2022-04-29,44,standard
CUST00040,Benjamin,Martin,M,1968-03-13,57,scott74@example.net,2483877190x6594,Pennsylvania,Philadelphia,305,lower_middle,very_good,divorced,4,2022-06-25,42,premium
CUST00041,Tonya,Huff,F,1986-05-29,39,keyemily@example.com,001-802-978-7429,Texas,Dallas,124,middle,poor,single,3,2022-09-20,39,premium
CUST00042,Julie,Ortiz,F,1969-02-10,56,hodgemark@example.net,246.980.7154x5168,Ohio,Cleveland,546,low,fair,married,1,2023-06-27,30,budget
CUST00043,Amy,Stone,F,1989-08-20,36,wgarrett@example.org,548.424.7710,New York,Buffalo,412,middle,very_good,married,4,2023-10-01,26,budget
CUST00044,Krista,Tran,F,1953-08-10,72,victoriadurham@example.com,527-948-4677,Georgia,Athens,727,lower_middle,good,married,4,2024-11-25,13,standard
CUST00045,Brianna,Lee,F,1988-01-20,37,michellehill@example.com,7848044997x27875,Texas,Dallas,601,middle,good,single,2,2023-04-06,32,standard
CUST00046,Timothy,Kane,M,1994-09-24,31,ashleyhall@example.com,7573662702,Georgia,Atlanta,582,lower_middle,excellent,single,3,2025-04-19,8,premium
CUST00047,Brett,Lozano,M,1948-04-23,77,robertpena@example.org,874-759-6158,Pennsylvania,Pittsburgh,826,upper_middle,good,married,1,2022-01-15,47,standard
CUST00048,Nathan,Malone,M,2006-08-19,19,,631-761-1724x0050,California,San Diego,496,upper_middle,good,single,1,2022-05-19,43,standard
CUST00049,Jeffrey,Sanchez,M,1975-04-22,50,georgemiller@example.com,+1-637-492-3747x407,Georgia,Atlanta,101,high,excellent,divorced,1,2024-11-18,13,standard
CUST00050,Jeremy,Reed,M,1987-04-02,38,danielle64@example.com,8366713695x9440,Illinois,Naperville,015,high,good,divorced,4,2023-03-15,33,high_value
CUST00051,Keith,Jennings,M,1997-12-09,28,lozanojulie@example.com,001-739-453-3942x10470,Pennsylvania,Erie,123,lower_middle,good,divorced,1,2023-05-13,31,standard
CUST00052,Susan,Murphy,F,1975-07-17,50,jamesbuchanan@example.com,784.324.7451x71236,Arizona,Tucson,522,middle,excellent,married,1,2022-07-13,41,standard
CUST00053,Adrian,Herrera,M,1978-03-19,47,emily49@example.com,+16518370985x9317,Arizona,Mesa,157,middle,excellent,single,5,2024-05-17,19,standard
CUST00054,Brenda,Shah,F,1967-12-24,58,pwilson@example.net,(367)958-6926,North Carolina,Charlotte ,811,upper_middle,very_good,married,2,2025-10-11,2,standard
CUST00055,Jason,Lynn,M,1949-06-29,76,jeff73@example.com,958-350-6431,California,San Jose,873,upper_middle,very_good,divorced,2,2023-11-26,25,premium
CUST00056,Daniel,Fowler,M,1948-09-19,77,buchananjohn@example.org,001-431-283-9335,New York,Buffalo,368,middle,very_good,married,4,2023-01-25,35,premium
CUST00057,Shannon,Thomas,F,1956-02-10,69,lauren10@example.org,4538950240,Florida,Jacksonville,694,high,good,single,3,2023-01-11,35,budget
CUST00058,Ashley,Brown,F,1977-10-08,48,william17@example.net,890.884.7007,North Carolina,Raleigh,904,low,good,married,3,2022-06-04,42,standard
CUST00059,Ashley,Joseph,F,1977-06-13,48,lammarc@example.org,624-999-8569,Ohio,columbus,667,low,poor,married,1,2022-04-14,44,standard
CUST00060,Larry,Garcia,M,1995-01-08,30,farrelldebra@example.net,001-736-673-6576x6156,Texas,Dallas,495,middle,very_good,single,1,2022-12-07,36,standard
CUST00061,Tiffany,Mcdaniel,F,1979-07-16,46,davischristopher@example.com,352-880-9885,North Carolina,Greensboro,468,low,good,married,4,2023-03-14,33,standard
CUST00062,Shelly,Pugh,F,1976-01-18,49,schmittcaroline@example.com,798-332-7315,California,San Diego,370,high,good,single,2,2024-02-16,22,premium
CUST00063,Kenneth,Aguirre,M,2004-10-11,21,lynchdiane@example.net,302-444-5502x296,Arizona,Mesa,976,middle,poor,single,4,2024-07-20,17,high_value
CUST00064,Madeline,Johnson,F,1998-01-14,27,nicholaschavez@example.org,(645)999-1022x901,Arizona,Tempe,872,upper_middle,good,single,2,2022-11-14,37,budget
CUST00065,Jeff,Lawson,M,1975-06-14,50,jason81@example.com,6145978403x69003,Illinois,Springfield,184,middle,very_good,married,5,2022-04-30,44,standard
CUST00066,Phillip,Roberts,M,1955-06-07,70,,(783)888-5160x6071,Georgia,Atlanta,756,upper_middle,good,married,2,2022-04-13,44,standard
CUST00067,Jennifer,Bowman,F,1966-12-19,59,sullivantammy@example.org,+1-875-616-1369x681,Ohio,Cleveland,982,lower_middle,very_good,single,1,2022-04-27,44,budget
CUST00068,Gerald,Cook,M,1958-09-15,67,dixondaniel@example.net,455.423.1243,Florida,Miami,864,low,very_good,married,1,2025-05-03,7,standard
CUST00069,Bernard,Bean,M,1989-12-30,36,kmarshall@example.net,299.755.2717x744,New York, Rochester,669,middle,good,single,2,2022-09-03,39,standard
CUST00070,Benjamin,Murray,M,1949-10-28,76,woodjustin@example.net,999-586-7980,Pennsylvania,philadelphia,426,middle,very_good,single,3,2025-06-22,6,standard
CUST00071,Larry,Mason,M,1951-06-23,74,vgarcia@example.net,482-703-7788,Arizona,Mesa,493,middle,very_good,married,1,2023-06-19,30,budget
CUST00072,Thomas,Hughes,M,1999-12-20,26,erika05@example.org,818-464-4925x19254,Georgia,Savannah,784,middle,poor,married,3,2023-06-28,30,high_value
CUST00073,Michelle,Miller,F,1985-04-20,40,vschneider@example.org,+1-581-468-5054x23573,Florida,Tampa,208,middle,very_good,married,5,2024-07-25,17,standard
CUST00074,Angela,Richard,F,1954-02-23,71,stanleynancy@example.net,2968222927,Texas,houston,482,middle,excellent,divorced,1,2024-07-27,17,budget
CUST00075,Michael,Young,M,1977-06-29,48,karen73@example.net,847.835.9774,Texas,Dallas,217,low,poor,single,1,2024-11-02,13,standard
CUST00076,Ruth,Solis,F,1956-09-06,69,brett75@example.net,4818412478,Florida,Tampa,125,,very_good,single,2,2022-05-21,43,premium
CUST00077,Travis,Walker,M,1977-12-18,48,sarah60@example.com,653.961.5305x15220,Georgia,Augusta,917,low,very_good,married,4,2022-11-20,37,premium
CUST00078,Sandra,Blake,F,1979-03-10,46,fgilbert@example.org,232-589-8614x341,Ohio,Cincinnati,555,upper_middle,good,single,4,2025-06-06,6,premium
CUST00079,Mark,Dean,M,1951-07-17,74,copelandvincent@example.net,7895324609,Ohio,Cincinnati,752,high,good,single,2,2025-09-20,3,premium
CUST00080,Jason,Beck,M,1953-02-02,72,carlos88@example.net,380.767.0654x05153,Florida,Tampa,179,high,very_good,single,4,2022-08-25,40,premium
CUST00081,Andrew,Payne,M,2002-08-16,23,,822.917.0430x3054,Ohio,Cleveland,337,low,excellent,married,2,2023-07-12,29,premium
CUST00082,Amanda,Lucas,F,1966-09-26,59,michelle05@example.com,956-767-6527,Pennsylvania,Pittsburgh,685,,good,single,1,2023-12-04,24,premium
CUST00083,Derek,Miller,M,1976-02-25,49,jordanwanda@example.org,+18454115447,Illinois,Naperville,909,lower_middle,excellent,divorced,3,2023-05-30,31,standard
CUST00084,Jeremy,West,M,1996-09-22,29,christina64@example.net,9162582029,Texas,San Antonio,170,,good,single,4,2023-07-21,29,standard
CUST00085,Austin,Osborne,M,1972-03-12,53,patrick90@example.net,(775)857-1928,California,Sacramento,417,upper_middle,very_good,single,1,2022-09-25,39,standard
CUST00086,Marie,Wright,F,1954-12-26,71,,+1-514-347-3947,Florida,Jacksonville ,182,middle,good,divorced,1,2025-02-03,10,standard
CUST00087,Sarah,Hayes,F,1995-10-23,30,zosborn@example.net,451-588-4422x58313,Ohio,Columbus,652,low,very_good,married,1,2022-08-18,40,budget
CUST00088,Alexander,Spencer,M,1972-05-15,53,jlara@example.org,+1-711-346-7866x912,Florida,Miami,594,upper_middle,poor,married,1,2024-01-27,23,premium
CUST00089,John,Holmes,M,1955-12-31,70,katrinaanderson@example.net,7186242253,Arizona,Tucson,108,,excellent,single,4,2022-03-27,45,standard
CUST00090,Danielle,Reid,F,1984-10-01,41,david49@example.net,7822992299,Georgia,Atlanta,042,high,excellent,married,1,2024-01-03,23,standard
CUST00091,Brad,Fry,M,1999-09-25,26,debra96@example.net,+1-407-984-4736x4710,New York,New York,549,upper_middle,good,single,1,2023-12-26,24,premium
CUST00092,Kari,Harris,F,1988-07-19,37,larryhiggins@example.net,(962)558-8153x714,Pennsylvania,Pittsburgh,189,middle,poor,married,1,2023-04-30,32,budget
CUST00093,Tony,Brown,M,1973-05-29,52,kwright@example.com,001-953-227-8774,Florida,Jacksonville,123,low,very_good,married,6,2022-02-20,46,standard
CUST00094,Tony,Wagner,M,1963-08-25,62,brandywilliams@example.com,297.848.0162x4565,Georgia,Athens,072,middle,good,divorced,6,2025-10-03,2,budget
CUST00095,Kelly,Lee,M,1984-11-29,41,charles87@example.net,5998121655x852,Illinois,Springfield,660,low,excellent,single,3,2022-08-10,40,premium
CUST00096,Amanda,Williams,F,1995-10-29,30,linda87@example.org,+1-982-659-5269x495,California,San Jose,627,,poor,married,3,2023-04-01,32,high_value
CUST00097,Robert,Richardson,M,1993-02-12,32,whitneybrandy@example.net,001-809-474-9930x972,North Carolina,Durham,897,middle,very_good,married,3,2023-09-18,27,standard
CUST00098,David,Armstrong,M,1994-12-08,31,leescott@example.com,(563)768-9702,New York,New York,873,high,poor,single,5,2025-09-13,3,high_value
CUST00099,John,Bennett,M,1959-01-19,66,vbarr@example.net,5499733484x344,Arizona,Mesa,420,middle,very_good,single,2,2023-07-25,29,budget
CUST00100,John,Castro,M,2001-05-23,24,keith98@example.com,(652)640-4157x4733,Illinois,Aurora,184,lower_middle,good,single,6,2025-08-06,4,high_value
CUST00101,Ashley,Yang,F,1963-07-20,62,brentstein@example.org,+1-930-916-5712x0826,Ohio,Cincinnati,857,,good,single,3,2022-02-26,46,premium
CUST00102,Curtis,Maynard,M,1969-02-13,56,debbie19@example.org,+1-602-262-0672,Illinois,Springfield,017,lower_middle,excellent,married,4,2025-04-04,8,high_value
CUST00103,Elizabeth,Morrison,F,1970-01-24,55,shawn88@example.com,(687)443-1527,California,Los Angeles,023,middle,good,divorced,1,2025-05-06,7,premium
CUST00104,Nancy,Gibbs,F,1985-11-26,40,gregorychase@example.com,(585)916-1227x53046,Georgia,Augusta,992,low,good,married,1,2024-06-12,18,high_value
CUST00105,Derek,Rivera,M,1986-11-26,39,,6177426841,Arizona,Tucson,810,middle,good,divorced,4,2023-06-06,30,premium
CUST00106,Daniel,Bernard,M,1979-10-22,46,spencerzhang@example.com,(387)283-3918x78519,Arizona,Phoenix,722,middle,good,single,5,2024-11-30,13,budget
CUST00107,Steven,Harris,M,1983-10-14,42,franklinbond@example.com,439-871-8707,Georgia,Athens,603,upper_middle,excellent,widowed,4,2022-05-24,43,standard
CUST00108,Kristy,Hansen,F,1993-01-17,32,jennifer64@example.org,001-639-810-6518x0170,Pennsylvania,Allentown,240,high,very_good,single,1,2025-09-20,3,standard
CUST00109,Randy,Cannon,M,1996-11-22,29,ybrooks@example.com,(261)282-5128x6823,Illinois,Aurora,396,high,good,single,3,2025-09-27,3,standard
CUST00110,Julie,Ball,F,1976-02-16,49,pmorrow@example.com,(324)231-0690x331,Georgia,Athens,590,,fair,married,4,2023-08-29,28,standard
CUST00111,Kyle,Warner,M,1950-07-30,75,joymorales@example.org,+1-730-528-4395,New York,ROCHESTER,400,middle,very_good,married,5,2025-09-23,3,standard
CUST00112,Sherri,Odom,F,1982-09-26,43,roberthill@example.net,001-726-887-0568,Florida,Tampa,540,middle,fair,single,3,2024-04-11,20,premium
CUST00113,Chase,Bennett,M,1998-08-09,27,oallen@example.com,001-627-508-6688x263,Illinois,Aurora,437,upper_middle,fair,single,2,2023-03-07,33,budget
CUST00114,Maria,Nielsen,F,2004-11-29,21,christopher30@example.com,(299)501-3983x7354,Pennsylvania,Allentown,254,middle,good,married,2,2024-08-10,16,premium
CUST00115,Tonya,Wilson,F,1998-08-06,27,srocha@example.net,0016367385467x854,North Carolina,Raleigh,677,middle,very_good,single,5,2024-11-12,13,standard
CUST00116,Sonya,Owens,F,2001-11-24,24,ugill@example.org,(856)609-3204x899,Florida,Miami,204,high,fair,divorced,2,2023-08-05,28,standard
CUST00117,Christina,Hall,F,1986-01-15,39,victorpena@example.net,247-377-2522x87280,Texas,dallas,880,middle,excellent,married,3,2025-10-09,2,standard
CUST00118,Amber,Smith,F,1956-08-15,69,carloshernandez@example.org,275.609.9770x08860,New York,Buffalo,707,lower_middle,poor,single,1,2022-10-29,38,budget
CUST00119,William,Smith,M,2002-08-08,23,ldrake@example.org,682-833-9845,California,San Diego,108,low,very_good,single,5,2024-08-31,16,standard
CUST00120,Jake,Sullivan,M,1985-09-18,40,veronicaperez@example.net,201-466-6870,North Carolina,Greensboro,113,middle,very_good,single,1,2025-07-13,5,budget
CUST00121,Jonathan,Hamilton,M,2000-08-22,25,ariel18@example.org,239.474.0148,Arizona,Tempe,417,lower_middle,fair,single,1,2024-03-29,21,budget
CUST00122,Alan,Clark,M,1957-01-28,68,thickman@example.org,0017392685621,Florida,miami,133,middle,fair,single,3,2022-08-07,40,standard
CUST00123,Jessica,Roberson,F,1970-06-11,55,unovak@example.org,+1-647-573-5866x2961,New York,Buffalo,939,low,very_good,married,5,2024-11-26,13,budget
CUST00124,Angel,Adams,F,1973-02-14,52,jodistewart@example.org,404-875-4121,California,San Diego,593,high,poor,single,4,2022-09-06,39,premium
CUST00125,Kristin,Hunt,F,1954-04-18,71,,+1-456-804-6618x398,Florida,Jacksonville,227,lower_middle,fair,single,3,2025-09-29,3,standard
CUST00126,Brenda,Turner,F,1980-10-27,45,bryanhamilton@example.com,671-254-3799x3712,North Carolina,greensboro,523,lower_middle,good,married,2,2025-01-27,11,budget
CUST00127,Evelyn,Oliver,F,2001-12-25,24,scott69@example.org,759-837-5265x4793,Florida,Jacksonville,372,upper_middle,excellent,married,1,2024-07-10,17,standard
CUST00128,Rose,Long,F,1955-01-06,70,brittanygardner@example.net,001-480-873-7416x72434,New York,albany,499,middle,good,single,2,2024-12-03,12,standard
CUST00129,Angela,Ewing,F,1979-11-17,46,sferguson@example.com,+1-405-289-1135,New York,Albany,743,low,good,single,1,2024-06-19,18,standard
CUST00130,William,Byrd,M,1974-06-17,51,tammy61@example.org,943-788-8993,Illinois,Springfield,517,high,good,married,2,2023-07-11,29,premium
CUST00131,Julie,Frazier,F,1994-04-01,31,michaeljohnson@example.org,961-312-5457x3875,Georgia,Atlanta,579,low,good,married,2,2022-10-11,38,premium
CUST00132,Nathan,Chavez,M,1951-11-02,74,bradley10@example.com,+1-812-438-2825x8673,New York,Rochester,249,low,good,single,3,2022-11-09,37,standard
CUST00133,Martin,Reynolds,M,1949-04-02,76,shannonjordan@example.org,001-933-341-9182x553,Texas,San Antonio,348,lower_middle,excellent,married,1,2024-04-14,20,budget
CUST00134,Megan,Burns,F,1990-10-04,35,candice96@example.net,355-479-2499,Ohio,Toledo,415,lower_middle,fair,single,2,2024-05-01,19,budget
CUST00135,Bruce,Torres,M,1959-09-21,66,heather86@example.com,+1-629-466-2782x827,New York,ROCHESTER,250,lower_middle,excellent,single,2,2024-03-08,21,standard
CUST00136,Ernest,Hayes,M,1950-11-30,75,,(588)676-7677x2190,Pennsylvania,Erie,047,high,fair,single,5,2024-09-03,15,high_value
CUST00137,Donald,Medina,M,1958-09-17,67,xcunningham@example.com,+12819914858,Georgia,Augusta,721,upper_middle,fair,single,5,2024-03-09,21,standard
CUST00138,Shirley,Fitzgerald,F,1997-05-08,28,kennethkidd@example.com,451-571-3395x962,Ohio,Cleveland ,276,middle,good,single,1,2024-09-26,15,premium
CUST00139,Robert,Hudson,M,1983-06-27,42,,449-748-1260x4223,Illinois,Naperville,329,lower_middle,good,married,1,2024-09-21,15,budget
CUST00140,Philip,Lowe,M,1980-07-28,45,,(371)916-8457x7590,Arizona,Mesa,837,middle,good,married,2,2025-10-01,2,budget
CUST00141,Mary,Howard,F,1951-07-30,74,brobinson@example.org,345.945.8929x7500,Florida,Jacksonville,026,middle,poor,single,1,2022-09-19,39,budget
CUST00142,Caleb,Mathews,M,1977-04-18,48,bsmith@example.org,001-824-624-1541x520,Arizona,Phoenix,956,high,good,married,3,2022-06-21,42,standard
CUST00143,Melissa,Young,F,1991-11-15,34,padillaaaron@example.com,329-838-7005,Florida,Jacksonville,914,upper_middle,good,married,2,2023-01-08,35,standard
CUST00144,Carlos,Jones,M,1973-05-02,52,crosscurtis@example.com,(942)762-2189x092,Illinois,Naperville,951,high,very_good,divorced,4,2023-11-02,25,budget
CUST00145,Daniel,Goodman,M,1975-04-14,50,fheath@example.org,(619)365-6523,North Carolina,Durham,330,high,fair,single,3,2023-11-23,25,premium
CUST00146,Kristen,Greene,F,1988-08-11,37,kimberly04@example.org,398.236.4037x61379,Illinois,Naperville,478,upper_middle,fair,married,1,2023-06-01,30,budget
CUST00147,Timothy,Anderson,M,2005-11-04,20,,001-871-809-1043x00684,North Carolina,Charlotte,924,lower_middle,very_good,married,2,2025-01-09,11,standard
CUST00148,James,Davidson,M,1983-11-08,42,joshuacollins@example.net,528.256.9146,Georgia,Savannah,325,upper_middle,good,married,2,2025-08-24,4,standard
CUST00149,Brandon,Hamilton,M,1978-02-12,47,parkerjudith@example.net,(610)420-2758,California,Los Angeles,492,middle,good,married,1,2023-05-22,31,standard
CUST00150,Cameron,Norman,M,1965-07-22,60,wiseanthony@example.com,481-749-1778x507,California,San Diego,211,,good,married,3,2023-05-04,31,premium
CUST00151,David,Garcia,M,1986-04-27,39,perezwilliam@example.org,8305756220,North Carolina,Charlotte,426,low,excellent,married,1,2025-03-01,9,standard
CUST00152,David,Moon,M,1969-01-14,56,margaret95@example.org,902.238.0617x44518,North Carolina,Durham,488,upper_middle,very_good,married,4,2024-01-26,23,premium
CUST00153,Curtis,Elliott,M,1967-12-12,58,stevenvargas@example.com,0018386320603x85050,Pennsylvania,Philadelphia,141,lower_middle,good,single,1,2022-12-02,36,premium
CUST00154,Christine,Bird,F,1975-11-01,50,jwoodward@example.net,410-838-6571x918,Texas,houston,103,middle,very_good,divorced,4,2023-10-01,26,standard
CUST00155,Leslie,Brown,F,1992-05-06,33,joelgreen@example.com,(455)974-3132x9121,Arizona, Tucson,615,low,very_good,single,4,2022-06-05,42,standard
CUST00156,Erik,Martinez,M,1971-08-25,54,shannonford@example.org,524-790-3521,Texas,Austin,524,low,fair,married,3,2025-05-14,7,premium
CUST00157,Jose,Byrd,M,1964-12-20,61,anthonysullivan@example.com,+1-283-517-1210,Pennsylvania,Philadelphia,176,upper_middle,good,single,1,2023-12-13,24,standard
CUST00158,Christina,Morales,F,1993-12-19,32,aguilarjonathan@example.org,9132721510,Georgia,Atlanta,225,high,good,single,5,2024-11-02,13,standard
CUST00159,Tammy,Hamilton,F,1996-07-24,29,ycrawford@example.net,(625)932-4472x09993,California,San Jose,545,lower_middle,good,married,1,2024-09-30,15,standard
CUST00160,Stephen,Mendoza,M,1953-03-27,72,patrick63@example.net,638.406.5787x59856,Arizona,Mesa,039,upper_middle,excellent,married,5,2025-07-25,5,standard
CUST00161,Emma,Robinson,F,2008-03-22,17,brian78@example.com,001-493-421-3348x03965,Florida,Jacksonville,315,upper_middle,fair,married,2,2022-12-27,36,standard
CUST00162,Leslie,Drake,F,1994-09-27,31,robin05@example.net,001-229-337-8427,Pennsylvania,ERIE,078,upper_middle,excellent,divorced,1,2024-08-10,16,standard
CUST00163,Crystal,Robinson,F,1983-02-02,42,nsmith@example.org,(352)750-0292,Pennsylvania,Allentown,100,,very_good,single,5,2023-10-23,26,high_value
CUST00164,James,Mcmahon,M,1974-03-09,51,rogersmarcus@example.org,0016674528953x9264,Texas,Austin,237,middle,good,single,2,2024-07-12,17,budget
CUST00165,Nicholas,Rush,M,1986-03-31,39,xrosales@example.net,4297593917,North Carolina,Greensboro,981,upper_middle,poor,single,3,2023-11-20,25,standard
CUST00166,Blake,Reed,M,1969-01-03,56,daisymccarty@example.net,+1-957-804-3315x41006,North Carolina,Durham,223,high,good,single,2,2023-01-08,35,premium
CUST00167,Stacey,Snyder,F,1973-01-13,52,amy17@example.net,+1-432-871-0405x4115,New York,Albany,215,lower_middle,good,single,2,2023-06-14,30,budget
CUST00168,Monique,Payne,F,1953-08-08,72,brooke97@example.net,5625962015,Illinois,Aurora,541,middle,excellent,single,3,2025-02-12,10,standard
CUST00169,Michael,Bowen,M,1996-12-09,29,,8693872050,Ohio,Cleveland,391,low,very_good,single,1,2022-06-25,42,high_value
CUST00170,Rodney,Weber,M,1979-12-14,46,collinclark@example.net,7178146774x1862,Arizona,Tempe,489,,poor,widowed,3,2025-02-11,10,standard
CUST00171,Cody,Williams,M,1977-03-10,48,rbaker@example.net,2218158693,North Carolina,Greensboro,689,low,very_good,single,1,2024-07-06,17,premium
CUST00172,Jason,Nichols,M,2006-04-04,19,parmstrong@example.com,416-508-9899x2172,Texas,Austin,257,,poor,married,1,2023-03-30,33,standard
CUST00173,Beth,Henderson,F,1993-10-02,32,oharris@example.org,+1-945-211-6868x548,New York,Albany,923,upper_middle,good,married,2,2025-09-21,3,standard
CUST00174,Lisa,Mills,F,1975-10-27,50,perryeddie@example.net,0016118914856,North Carolina, Durham,863,middle,fair,single,5,2024-05-21,19,premium
