customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,state,city,zip_code_group,income_band,credit_tier,marital_status,household_size,customer_join_date,tenure_months,customer_segment
CUST00014,John,Calhoun,M,1983-05-30,42.0,brianromero@example.org,2913361939,Texas,Houston,554,middle,fair,married,6,2025-09-16,3.0,budget
CUST00015,Matthew,Cunningham,M,1968-10-17,57.0,james53@example.com,52467510799118,Illinois,Chicago,178,upper_middle,fair,single,4,2023-04-22,32.0,premium
CUST00016,Timothy,Ibarra,M,2007-02-06,18.0,mikemoore@example.net,0014496808412411,Arizona,Mesa,374,upper_middle,very_good,single,1,2024-07-17,17.0,standard
CUST00017,Lisa,Robbins,F,1961-02-13,64.0,william40@example.org,126430052427868,Florida,Tampa,103,upper_middle,very_good,single,2,2023-12-29,24.0,budget
CUST00018,Tony,Vazquez,M,1957-05-29,68.0,davenportbrandi@example.org,420545053315869,Illinois,Chicago,218,lower_middle,very_good,married,2,2025-06-01,6.0,premium
CUST00019,William,Cochran,M,2007-03-31,18.0,vjohnson@example.com,534221607337543,Ohio,Cleveland,870,low,very_good,married,4,2022-12-01,36.0,standard
CUST00020,Cheryl,Murphy,F,2006-01-31,19.0,rasmussenjoshua@example.net,768750142940196,Arizona,Mesa,577,middle,good,single,1,2025-08-03,4.0,budget
CUST00021,Larry,Dixon,M,1973-06-24,52.0,jonathanfletcher@example.org,783856159514846,Georgia,Atlanta,918,low,very_good,single,5,2023-04-15,32.0,standard
CUST00022,Edward,Martinez,M,1975-11-17,50.0,lbyrd@example.net,0017469804436,Georgia,Athens,584,lower_middle,good,married,1,2023-07-03,29.0,budget
CUST00023,Jeremy,Lewis,M,1979-06-20,46.0,donnacampbell@example.net,139591343320037,New York,Albany,548,,fair,divorced,3,2023-03-12,33.0,premium
CUST00024,Stacey,Johnston,F,1996-02-24,29.0,psnyder@example.org,140196328708317,Arizona,Tempe,880,upper_middle,very_good,single,3,2022-10-20,38.0,premium
CUST00025,Kim,Hansen,F,1968-11-09,57.0,usalazar@example.net,387627743487347,Florida,Orlando,312,upper_middle,excellent,single,1,2025-02-23,10.0,budget
CUST00026,Denise,Flores,F,1984-01-09,41.0,,2315665876,Pennsylvania,Erie,555,middle,very_good,divorced,2,2025-04-10,8.0,budget
CUST00027,Jean,Carrillo,F,1994-08-06,31.0,gateskathy@example.com,80594668893734,Georgia,Savannah,43,middle,fair,single,5,2022-10-11,38.0,standard
CUST00028,Jasmine,Caldwell,F,2001-07-30,24.0,dramsey@example.org,12806699016272,Texas,Houston,501,lower_middle,good,married,6,2022-08-13,40.0,standard
CUST00029,Garrett,Gibson,M,1970-03-26,55.0,aramirez@example.com,2705805310,Florida,Jacksonville,266,high,fair,married,2,2025-05-06,7.0,standard
CUST00030,Ryan,Howell,M,1963-07-02,62.0,thomaswilson@example.org,6458299124190,Arizona,Tempe,524,low,good,married,2,2025-05-05,7.0,budget
CUST00031,Teresa,Gonzalez,F,1987-07-23,38.0,curtisbarton@example.net,18199058651850,Ohio,Cincinnati,143,high,fair,single,6,2025-02-07,10.0,standard
CUST00032,Jeffrey,Cox,M,2007-12-09,18.0,bzimmerman@example.org,00168499877694531,Texas,Austin,324,lower_middle,very_good,married,4,2025-08-05,4.0,budget
CUST00033,Nicole,Hudson,F,1992-09-25,33.0,frogers@example.com,2735545494,Texas,Austin,117,,very_good,married,1,2024-06-09,18.0,standard
CUST00034,David,Russell,M,1985-01-16,40.0,hannahbrewer@example.com,7018436349578,North Carolina,Charlotte,982,upper_middle,good,single,3,2023-06-24,30.0,budget
CUST00035,Joshua,Bell,M,1978-02-21,47.0,kristopher31@example.net,6513823374,Ohio,Columbus,259,upper_middle,poor,married,3,2025-07-04,5.0,budget
CUST00036,Elizabeth,Ward,F,1967-11-01,58.0,ericksondavid@example.org,9849271094,Ohio,Cleveland,582,lower_middle,very_good,single,1,2022-11-10,37.0,high_value
CUST00037,Gina,Sheppard,F,1964-06-12,61.0,ewilson@example.com,51980229413186,Florida,Miami,595,lower_middle,fair,divorced,2,2025-05-11,7.0,premium
CUST00038,Susan,Evans,F,1987-04-25,38.0,ntorres@example.org,12138341232812,North Carolina,Charlotte,595,middle,very_good,married,2,2022-08-18,40.0,standard
CUST00039,Melissa,Harrison,F,1949-06-27,76.0,keithcampbell@example.com,4346936183,Illinois,Springfield,191,low,excellent,divorced,2,2022-04-29,44.0,standard
CUST00040,Benjamin,Martin,M,1968-03-13,57.0,scott74@example.net,24838771906594,Pennsylvania,Philadelphia,305,lower_middle,very_good,divorced,4,2022-06-25,42.0,premium
CUST00041,Tonya,Huff,F,1986-05-29,39.0,keyemily@example.com,0018029787429,Texas,Dallas,124,middle,poor,single,3,2022-09-20,39.0,premium
CUST00042,Julie,Ortiz,F,1969-02-10,56.0,hodgemark@example.net,24698071545168,Ohio,Cleveland,546,low,fair,married,1,2023-06-27,30.0,budget
CUST00043,Amy,Stone,F,1989-08-20,36.0,wgarrett@example.org,5484247710,New York,Buffalo,412,middle,very_good,married,4,2023-10-01,26.0,budget
CUST00044,Krista,Tran,F,1953-08-10,72.0,victoriadurham@example.com,5279484677,Georgia,Athens,727,lower_middle,good,married,4,2024-11-25,13.0,standard
CUST00045,Brianna,Lee,F,1988-01-20,37.0,michellehill@example.com,784804499727875,Texas,Dallas,601,middle,good,single,2,2023-04-06,32.0,standard
CUST00046,Timothy,Kane,M,1994-09-24,31.0,ashleyhall@example.com,7573662702,Georgia,Atlanta,582,lower_middle,excellent,single,3,2025-04-19,8.0,premium
CUST00047,Brett,Lozano,M,1948-04-23,77.0,robertpena@example.org,8747596158,Pennsylvania,Pittsburgh,826,upper_middle,good,married,1,2022-01-15,47.0,standard
CUST00048,Nathan,Malone,M,2006-08-19,19.0,,63176117240050,California,San Diego,496,upper_middle,good,single,1,2022-05-19,43.0,standard
CUST00049,Jeffrey,Sanchez,M,1975-04-22,50.0,georgemiller@example.com,16374923747407,Georgia,Atlanta,101,high,excellent,divorced,1,2024-11-18,13.0,standard
CUST00050,Jeremy,Reed,M,1987-04-02,38.0,danielle64@example.com,83667136959440,Illinois,Naperville,15,high,good,divorced,4,2023-03-15,33.0,high_value
CUST00051,Keith,Jennings,M,1997-12-09,28.0,lozanojulie@example.com,001739453394210470,Pennsylvania,Erie,123,lower_middle,good,divorced,1,2023-05-13,31.0,standard
CUST00052,Susan,Murphy,F,1975-07-17,50.0,jamesbuchanan@example.com,784324745171236,Arizona,Tucson,522,middle,excellent,married,1,2022-07-13,41.0,standard
CUST00053,Adrian,Herrera,M,1978-03-19,47.0,emily49@example.com,165183709859317,Arizona,Mesa,157,middle,excellent,single,5,2024-05-17,19.0,standard
CUST00054,Brenda,Shah,F,1967-12-24,58.0,pwilson@example.net,3679586926,North Carolina,Charlotte,811,upper_middle,very_good,married,2,2025-10-11,2.0,standard
CUST00055,Jason,Lynn,M,1949-06-29,76.0,jeff73@example.com,9583506431,California,San Jose,873,upper_middle,very_good,divorced,2,2023-11-26,25.0,premium
CUST00056,Daniel,Fowler,M,1948-09-19,77.0,buchananjohn@example.org,0014312839335,New York,Buffalo,368,middle,very_good,married,4,2023-01-25,35.0,premium
CUST00057,Shannon,Thomas,F,1956-02-10,69.0,lauren10@example.org,4538950240,Florida,Jacksonville,694,high,good,single,3,2023-01-11,35.0,budget
CUST00058,Ashley,Brown,F,1977-10-08,48.0,william17@example.net,8908847007,North Carolina,Raleigh,904,low,good,married,3,2022-06-04,42.0,standard
CUST00059,Ashley,Joseph,F,1977-06-13,48.0,lammarc@example.org,6249998569,Ohio,Columbus,667,low,poor,married,1,2022-04-14,44.0,standard
CUST00060,Larry,Garcia,M,1995-01-08,30.0,farrelldebra@example.net,00173667365766156,Texas,Dallas,495,middle,very_good,single,1,2022-12-07,36.0,standard
CUST00061,Tiffany,Mcdaniel,F,1979-07-16,46.0,davischristopher@example.com,3528809885,North Carolina,Greensboro,468,low,good,married,4,2023-03-14,33.0,standard
CUST00062,Shelly,Pugh,F,1976-01-18,49.0,schmittcaroline@example.com,7983327315,California,San Diego,370,high,good,single,2,2024-02-16,22.0,premium
CUST00063,Kenneth,Aguirre,M,2004-10-11,21.0,lynchdiane@example.net,3024445502296,Arizona,Mesa,976,middle,poor,single,4,2024-07-20,17.0,high_value
CUST00064,Madeline,Johnson,F,1998-01-14,27.0,nicholaschavez@example.org,6459991022901,Arizona,Tempe,872,upper_middle,good,single,2,2022-11-14,37.0,budget
CUST00065,Jeff,Lawson,M,1975-06-14,50.0,jason81@example.com,614597840369003,Illinois,Springfield,184,middle,very_good,married,5,2022-04-30,44.0,standard
CUST00066,Phillip,Roberts,M,1955-06-07,70.0,,78388851606071,Georgia,Atlanta,756,upper_middle,good,married,2,2022-04-13,44.0,standard
CUST00067,Jennifer,Bowman,F,1966-12-19,59.0,sullivantammy@example.org,18756161369681,Ohio,Cleveland,982,lower_middle,very_good,single,1,2022-04-27,44.0,budget
CUST00068,Gerald,Cook,M,1958-09-15,67.0,dixondaniel@example.net,4554231243,Florida,Miami,864,low,very_good,married,1,2025-05-03,7.0,standard
CUST00069,Bernard,Bean,M,1989-12-30,36.0,kmarshall@example.net,2997552717744,New York,Rochester,669,middle,good,single,2,2022-09-03,39.0,standard
CUST00070,Benjamin,Murray,M,1949-10-28,76.0,woodjustin@example.net,9995867980,Pennsylvania,Philadelphia,426,middle,very_good,single,3,2025-06-22,6.0,standard
CUST00071,Larry,Mason,M,1951-06-23,74.0,vgarcia@example.net,4827037788,Arizona,Mesa,493,middle,very_good,married,1,2023-06-19,30.0,budget
CUST00072,Thomas,Hughes,M,1999-12-20,26.0,erika05@example.org,818464492519254,Georgia,Savannah,784,middle,poor,married,3,2023-06-28,30.0,high_value
CUST00073,Michelle,Miller,F,1985-04-20,40.0,vschneider@example.org,1581468505423573,Florida,Tampa,208,middle,very_good,married,5,2024-07-25,17.0,standard
CUST00074,Angela,Richard,F,1954-02-23,71.0,stanleynancy@example.net,2968222927,Texas,Houston,482,middle,excellent,divorced,1,2024-07-27,17.0,budget
CUST00075,Michael,Young,M,1977-06-29,48.0,karen73@example.net,8478359774,Texas,Dallas,217,low,poor,single,1,2024-11-02,13.0,standard
CUST00076,Ruth,Solis,F,1956-09-06,69.0,brett75@example.net,4818412478,Florida,Tampa,125,,very_good,single,2,2022-05-21,43.0,premium
CUST00077,Travis,Walker,M,1977-12-18,48.0,sarah60@example.com,653961530515220,Georgia,Augusta,917,low,very_good,married,4,2022-11-20,37.0,premium
CUST00078,Sandra,Blake,F,1979-03-10,46.0,fgilbert@example.org,2325898614341,Ohio,Cincinnati,555,upper_middle,good,single,4,2025-06-06,6.0,premium
CUST00079,Mark,Dean,M,1951-07-17,74.0,copelandvincent@example.net,7895324609,Ohio,Cincinnati,752,high,good,single,2,2025-09-20,3.0,premium
CUST00080,Jason,Beck,M,1953-02-02,72.0,carlos88@example.net,380767065405153,Florida,Tampa,179,high,very_good,single,4,2022-08-25,40.0,premium
CUST00081,Andrew,Payne,M,2002-08-16,23.0,,82291704303054,Ohio,Cleveland,337,low,excellent,married,2,2023-07-12,29.0,premium
CUST00082,Amanda,Lucas,F,1966-09-26,59.0,michelle05@example.com,9567676527,Pennsylvania,Pittsburgh,685,,good,single,1,2023-12-04,24.0,premium
CUST00083,Derek,Miller,M,1976-02-25,49.0,jordanwanda@example.org,8454115447,Illinois,Naperville,909,lower_middle,excellent,divorced,3,2023-05-30,31.0,standard
CUST00084,Jeremy,West,M,1996-09-22,29.0,christina64@example.net,9162582029,Texas,San Antonio,170,,good,single,4,2023-07-21,29.0,standard
CUST00085,Austin,Osborne,M,1972-03-12,53.0,patrick90@example.net,7758571928,California,Sacramento,417,upper_middle,very_good,single,1,2022-09-25,39.0,standard
CUST00086,Marie,Wright,F,1954-12-26,71.0,,5143473947,Florida,Jacksonville,182,middle,good,divorced,1,2025-02-03,10.0,standard
CUST00087,Sarah,Hayes,F,1995-10-23,30.0,zosborn@example.net,451588442258313,Ohio,Columbus,652,low,very_good,married,1,2022-08-18,40.0,budget
CUST00088,Alexander,Spencer,M,1972-05-15,53.0,jlara@example.org,17113467866912,Florida,Miami,594,upper_middle,poor,married,1,2024-01-27,23.0,premium
CUST00089,John,Holmes,M,1955-12-31,70.0,katrinaanderson@example.net,7186242253,Arizona,Tucson,108,,excellent,single,4,2022-03-27,45.0,standard
CUST00090,Danielle,Reid,F,1984-10-01,41.0,david49@example.net,7822992299,Georgia,Atlanta,42,high,excellent,married,1,2024-01-03,23.0,standard
CUST00091,Brad,Fry,M,1999-09-25,26.0,debra96@example.net,140798447364710,New York,New York,549,upper_middle,good,single,1,2023-12-26,24.0,premium
CUST00092,Kari,Harris,F,1988-07-19,37.0,larryhiggins@example.net,9625588153714,Pennsylvania,Pittsburgh,189,middle,poor,married,1,2023-04-30,32.0,budget
CUST00093,Tony,Brown,M,1973-05-29,52.0,kwright@example.com,0019532278774,Florida,Jacksonville,123,low,very_good,married,6,2022-02-20,46.0,standard
CUST00094,Tony,Wagner,M,1963-08-25,62.0,brandywilliams@example.com,29784801624565,Georgia,Athens,72,middle,good,divorced,6,2025-10-03,2.0,budget
CUST00095,Kelly,Lee,M,1984-11-29,41.0,charles87@example.net,5998121655852,Illinois,Springfield,660,low,excellent,single,3,2022-08-10,40.0,premium
CUST00096,Amanda,Williams,F,1995-10-29,30.0,linda87@example.org,19826595269495,California,San Jose,627,,poor,married,3,2023-04-01,32.0,high_value
CUST00097,Robert,Richardson,M,1993-02-12,32.0,whitneybrandy@example.net,0018094749930972,North Carolina,Durham,897,middle,very_good,married,3,2023-09-18,27.0,standard
CUST00098,David,Armstrong,M,1994-12-08,31.0,leescott@example.com,5637689702,New York,New York,873,high,poor,single,5,2025-09-13,3.0,high_value
CUST00099,John,Bennett,M,1959-01-19,66.0,vbarr@example.net,5499733484344,Arizona,Mesa,420,middle,very_good,single,2,2023-07-25,29.0,budget
CUST00100,John,Castro,M,2001-05-23,24.0,keith98@example.com,65264041574733,Illinois,Aurora,184,lower_middle,good,single,6,2025-08-06,4.0,high_value
CUST00101,Ashley,Yang,F,1963-07-20,62.0,brentstein@example.org,193091657120826,Ohio,Cincinnati,857,,good,single,3,2022-02-26,46.0,premium
CUST00102,Curtis,Maynard,M,1969-02-13,56.0,debbie19@example.org,6022620672,Illinois,Springfield,17,lower_middle,excellent,married,4,2025-04-04,8.0,high_value
CUST00103,Elizabeth,Morrison,F,1970-01-24,55.0,shawn88@example.com,6874431527,California,Los Angeles,23,middle,good,divorced,1,2025-05-06,7.0,premium
CUST00104,Nancy,Gibbs,F,1985-11-26,40.0,gregorychase@example.com,585916122753046,Georgia,Augusta,992,low,good,married,1,2024-06-12,18.0,high_value
CUST00105,Derek,Rivera,M,1986-11-26,39.0,,6177426841,Arizona,Tucson,810,middle,good,divorced,4,2023-06-06,30.0,premium
CUST00106,Daniel,Bernard,M,1979-10-22,46.0,spencerzhang@example.com,387283391878519,Arizona,Phoenix,722,middle,good,single,5,2024-11-30,13.0,budget
CUST00107,Steven,Harris,M,1983-10-14,42.0,franklinbond@example.com,4398718707,Georgia,Athens,603,upper_middle,excellent,widowed,4,2022-05-24,43.0,standard
CUST00108,Kristy,Hansen,F,1993-01-17,32.0,jennifer64@example.org,00163981065180170,Pennsylvania,Allentown,240,high,very_good,single,1,2025-09-20,3.0,standard
CUST00109,Randy,Cannon,M,1996-11-22,29.0,ybrooks@example.com,26128251286823,Illinois,Aurora,396,high,good,single,3,2025-09-27,3.0,standard
CUST00110,Julie,Ball,F,1976-02-16,49.0,pmorrow@example.com,3242310690331,Georgia,Athens,590,,fair,married,4,2023-08-29,28.0,standard
CUST00111,Kyle,Warner,M,1950-07-30,75.0,joymorales@example.org,7305284395,New York,Rochester,400,middle,very_good,married,5,2025-09-23,3.0,standard
CUST00112,Sherri,Odom,F,1982-09-26,43.0,roberthill@example.net,0017268870568,Florida,Tampa,540,middle,fair,single,3,2024-04-11,20.0,premium
CUST00113,Chase,Bennett,M,1998-08-09,27.0,oallen@example.com,0016275086688263,Illinois,Aurora,437,upper_middle,fair,single,2,2023-03-07,33.0,budget
CUST00114,Maria,Nielsen,F,2004-11-29,21.0,christopher30@example.com,29950139837354,Pennsylvania,Allentown,254,middle,good,married,2,2024-08-10,16.0,premium
CUST00115,Tonya,Wilson,F,1998-08-06,27.0,srocha@example.net,0016367385467854,North Carolina,Raleigh,677,middle,very_good,single,5,2024-11-12,13.0,standard
CUST00116,Sonya,Owens,F,2001-11-24,24.0,ugill@example.org,8566093204899,Florida,Miami,204,high,fair,divorced,2,2023-08-05,28.0,standard
CUST00117,Christina,Hall,F,1986-01-15,39.0,victorpena@example.net,247377252287280,Texas,Dallas,880,middle,excellent,married,3,2025-10-09,2.0,standard
CUST00118,Amber,Smith,F,1956-08-15,69.0,carloshernandez@example.org,275609977008860,New York,Buffalo,707,lower_middle,poor,single,1,2022-10-29,38.0,budget
CUST00119,William,Smith,M,2002-08-08,23.0,ldrake@example.org,6828339845,California,San Diego,108,low,very_good,single,5,2024-08-31,16.0,standard
CUST00120,Jake,Sullivan,M,1985-09-18,40.0,veronicaperez@example.net,2014666870,North Carolina,Greensboro,113,middle,very_good,single,1,2025-07-13,5.0,budget
CUST00121,Jonathan,Hamilton,M,2000-08-22,25.0,ariel18@example.org,2394740148,Arizona,Tempe,417,lower_middle,fair,single,1,2024-03-29,21.0,budget
CUST00122,Alan,Clark,M,1957-01-28,68.0,thickman@example.org,0017392685621,Florida,Miami,133,middle,fair,single,3,2022-08-07,40.0,standard
CUST00123,Jessica,Roberson,F,1970-06-11,55.0,unovak@example.org,164757358662961,New York,Buffalo,939,low,very_good,married,5,2024-11-26,13.0,budget
CUST00124,Angel,Adams,F,1973-02-14,52.0,jodistewart@example.org,4048754121,California,San Diego,593,high,poor,single,4,2022-09-06,39.0,premium
CUST00125,Kristin,Hunt,F,1954-04-18,71.0,,14568046618398,Florida,Jacksonville,227,lower_middle,fair,single,3,2025-09-29,3.0,standard
CUST00126,Brenda,Turner,F,1980-10-27,45.0,bryanhamilton@example.com,67125437993712,North Carolina,Greensboro,523,lower_middle,good,married,2,2025-01-27,11.0,budget
CUST00127,Evelyn,Oliver,F,2001-12-25,24.0,scott69@example.org,75983752654793,Florida,Jacksonville,372,upper_middle,excellent,married,1,2024-07-10,17.0,standard
CUST00128,Rose,Long,F,1955-01-06,70.0,brittanygardner@example.net,001480873741672434,New York,Albany,499,middle,good,single,2,2024-12-03,12.0,standard
CUST00129,Angela,Ewing,F,1979-11-17,46.0,sferguson@example.com,4052891135,New York,Albany,743,low,good,single,1,2024-06-19,18.0,standard
CUST00130,William,Byrd,M,1974-06-17,51.0,tammy61@example.org,9437888993,Illinois,Springfield,517,high,good,married,2,2023-07-11,29.0,premium
CUST00131,Julie,Frazier,F,1994-04-01,31.0,michaeljohnson@example.org,96131254573875,Georgia,Atlanta,579,low,good,married,2,2022-10-11,38.0,premium
CUST00132,Nathan,Chavez,M,1951-11-02,74.0,bradley10@example.com,181243828258673,New York,Rochester,249,low,good,single,3,2022-11-09,37.0,standard
CUST00133,Martin,Reynolds,M,1949-04-02,76.0,shannonjordan@example.org,0019333419182553,Texas,San Antonio,348,lower_middle,excellent,married,1,2024-04-14,20.0,budget
CUST00134,Megan,Burns,F,1990-10-04,35.0,candice96@example.net,3554792499,Ohio,Toledo,415,lower_middle,fair,single,2,2024-05-01,19.0,budget
CUST00135,Bruce,Torres,M,1959-09-21,66.0,heather86@example.com,16294662782827,New York,Rochester,250,lower_middle,excellent,single,2,2024-03-08,21.0,standard
CUST00136,Ernest,Hayes,M,1950-11-30,75.0,,58867676772190,Pennsylvania,Erie,47,high,fair,single,5,2024-09-03,15.0,high_value
CUST00137,Donald,Medina,M,1958-09-17,67.0,xcunningham@example.com,2819914858,Georgia,Augusta,721,upper_middle,fair,single,5,2024-03-09,21.0,standard
CUST00138,Shirley,Fitzgerald,F,1997-05-08,28.0,kennethkidd@example.com,4515713395962,Ohio,Cleveland,276,middle,good,single,1,2024-09-26,15.0,premium
CUST00139,Robert,Hudson,M,1983-06-27,42.0,,44974812604223,Illinois,Naperville,329,lower_middle,good,married,1,2024-09-21,15.0,budget
CUST00140,Philip,Lowe,M,1980-07-28,45.0,,37191684577590,Arizona,Mesa,837,middle,good,married,2,2025-10-01,2.0,budget
CUST00141,Mary,Howard,F,1951-07-30,74.0,brobinson@example.org,34594589297500,Florida,Jacksonville,26,middle,poor,single,1,2022-09-19,39.0,budget
CUST00142,Caleb,Mathews,M,1977-04-18,48.0,bsmith@example.org,0018246241541520,Arizona,Phoenix,956,high,good,married,3,2022-06-21,42.0,standard
CUST00143,Melissa,Young,F,1991-11-15,34.0,padillaaaron@example.com,3298387005,Florida,Jacksonville,914,upper_middle,good,married,2,2023-01-08,35.0,standard
CUST00144,Carlos,Jones,M,1973-05-02,52.0,crosscurtis@example.com,9427622189092,Illinois,Naperville,951,high,very_good,divorced,4,2023-11-02,25.0,budget
CUST00145,Daniel,Goodman,M,1975-04-14,50.0,fheath@example.org,6193656523,North Carolina,Durham,330,high,fair,single,3,2023-11-23,25.0,premium
CUST00146,Kristen,Greene,F,1988-08-11,37.0,kimberly04@example.org,398236403761379,Illinois,Naperville,478,upper_middle,fair,married,1,2023-06-01,30.0,budget
CUST00147,Timothy,Anderson,M,2005-11-04,20.0,,001871809104300684,North Carolina,Charlotte,924,lower_middle,very_good,married,2,2025-01-09,11.0,standard
CUST00148,James,Davidson,M,1983-11-08,42.0,joshuacollins@example.net,5282569146,Georgia,Savannah,325,upper_middle,good,married,2,2025-08-24,4.0,standard
CUST00149,Brandon,Hamilton,M,1978-02-12,47.0,parkerjudith@example.net,6104202758,California,Los Angeles,492,middle,good,married,1,2023-05-22,31.0,standard
CUST00150,Cameron,Norman,M,1965-07-22,60.0,wiseanthony@example.com,4817491778507,California,San Diego,211,,good,married,3,2023-05-04,31.0,premium
CUST00151,David,Garcia,M,1986-04-27,39.0,perezwilliam@example.org,8305756220,North Carolina,Charlotte,426,low,excellent,married,1,2025-03-01,9.0,standard
CUST00152,David,Moon,M,1969-01-14,56.0,margaret95@example.org,902238061744518,North Carolina,Durham,488,upper_middle,very_good,married,4,2024-01-26,23.0,premium
CUST00153,Curtis,Elliott,M,1967-12-12,58.0,stevenvargas@example.com,001838632060385050,Pennsylvania,Philadelphia,141,lower_middle,good,single,1,2022-12-02,36.0,premium
CUST00154,Christine,Bird,F,1975-11-01,50.0,jwoodward@example.net,4108386571918,Texas,Houston,103,middle,very_good,divorced,4,2023-10-01,26.0,standard
CUST00155,Leslie,Brown,F,1992-05-06,33.0,joelgreen@example.com,45597431329121,Arizona,Tucson,615,low,very_good,single,4,2022-06-05,42.0,standard
CUST00156,Erik,Martinez,M,1971-08-25,54.0,shannonford@example.org,5247903521,Texas,Austin,524,low,fair,married,3,2025-05-14,7.0,premium
CUST00157,Jose,Byrd,M,1964-12-20,61.0,anthonysullivan@example.com,2835171210,Pennsylvania,Philadelphia,176,upper_middle,good,single,1,2023-12-13,24.0,standard
CUST00158,Christina,Morales,F,1993-12-19,32.0,aguilarjonathan@example.org,9132721510,Georgia,Atlanta,225,high,good,single,5,2024-11-02,13.0,standard
CUST00159,Tammy,Hamilton,F,1996-07-24,29.0,ycrawford@example.net,625932447209993,California,San Jose,545,lower_middle,good,married,1,2024-09-30,15.0,standard
CUST00160,Stephen,Mendoza,M,1953-03-27,72.0,patrick63@example.net,638406578759856,Arizona,Mesa,39,upper_middle,excellent,married,5,2025-07-25,5.0,standard
CUST00161,Emma,Robinson,F,2008-03-22,,brian78@example.com,001493421334803965,Florida,Jacksonville,315,upper_middle,fair,married,2,2022-12-27,36.0,standard
CUST00162,Leslie,Drake,F,1994-09-27,31.0,robin05@example.net,0012293378427,Pennsylvania,Erie,78,upper_middle,excellent,divorced,1,2024-08-10,16.0,standard
CUST00163,Crystal,Robinson,F,1983-02-02,42.0,nsmith@example.org,3527500292,Pennsylvania,Allentown,100,,very_good,single,5,2023-10-23,26.0,high_value
CUST00164,James,Mcmahon,M,1974-03-09,51.0,rogersmarcus@example.org,00166745289539264,Texas,Austin,237,middle,good,single,2,2024-07-12,17.0,budget
CUST00165,Nicholas,Rush,M,1986-03-31,39.0,xrosales@example.net,4297593917,North Carolina,Greensboro,981,upper_middle,poor,single,3,2023-11-20,25.0,standard
CUST00166,Blake,Reed,M,1969-01-03,56.0,daisymccarty@example.net,1957804331541006,North Carolina,Durham,223,high,good,single,2,2023-01-08,35.0,premium
CUST00167,Stacey,Snyder,F,1973-01-13,52.0,amy17@example.net,143287104054115,New York,Albany,215,lower_middle,good,single,2,2023-06-14,30.0,budget
CUST00168,Monique,Payne,F,1953-08-08,72.0,brooke97@example.net,5625962015,Illinois,Aurora,541,middle,excellent,single,3,2025-02-12,10.0,standard
CUST00169,Michael,Bowen,M,1996-12-09,29.0,,8693872050,Ohio,Cleveland,391,low,very_good,single,1,2022-06-25,42.0,high_value
CUST00170,Rodney,Weber,M,1979-12-14,46.0,collinclark@example.net,71781467741862,Arizona,Tempe,489,,poor,widowed,3,2025-02-11,10.0,standard
CUST00171,Cody,Williams,M,1977-03-10,48.0,rbaker@example.net,2218158693,North Carolina,Greensboro,689,low,very_good,single,1,2024-07-06,17.0,premium
CUST00172,Jason,Nichols,M,2006-04-04,19.0,parmstrong@example.com,41650898992172,Texas,Austin,257,,poor,married,1,2023-03-30,33.0,standard
CUST00173,Beth,Henderson,F,1993-10-02,32.0,oharris@example.org,19452116868548,New York,Albany,923,upper_middle,good,married,2,2025-09-21,3.0,standard
